case,event,date,numeric
1364r,check credit,2016-07-15 13:52:01,2939
1364r,calculate capacity,2016-07-15 12:52:01,21939
1364r,check system,2016-07-15 18:52:01,3939
1364r,accept,2016-07-15 18:52:01,41939
1364r,send decision e-mail,2016-07-15 18:52:01,4939
1365r,register application,2016-07-15 10:52:01,2939
1365r,check credit,2016-07-15 13:52:01,2939
1365r,calculate capacity,2016-07-15 12:52:01,21939
1365r,check system,2016-07-15 18:52:01,3939
1365r,accept,2016-07-15 18:52:01,41939
1365r,send decision e-mail,2016-07-15 18:52:01,4939
1366r,register application,2016-07-16 10:52:01,2939
1366r,check credit,2016-07-16 13:04:01,2039
1366r,calculate capacity,2016-07-16 12:04:01,21039
1366r,check system,2016-07-16 18:04:01,3039
1366r,accept,2016-07-16 18:04:01,41039
1366r,send decision e-mail,2016-07-16 18:04:01,4039
1367r,register application,2016-07-16 10:04:01,2039
1367r,check credit,2016-07-16 13:04:01,2039
1367r,calculate capacity,2016-07-16 12:04:01,21039
1367r,check system,2016-07-16 18:04:01,3039
1367r,accept,2016-07-16 18:04:01,41039
1367r,send decision e-mail,2016-07-16 18:04:01,4039
1368r,register application,2016-07-16 10:04:01,2039
1368r,check credit,2016-07-16 13:04:01,2039
1368r,calculate capacity,2016-07-16 12:04:01,21039
1368r,check system,2016-07-16 18:04:01,3039
1368r,accept,2016-07-16 18:04:01,41039
1368r,send decision e-mail,2016-07-16 18:04:01,4039
1369r,register application,2016-07-16 10:04:01,2039
1369r,check credit,2016-07-16 13:04:01,2039
1369r,calculate capacity,2016-07-16 12:04:01,21039
1369r,check system,2016-07-16 18:04:01,3039
1369r,accept,2016-07-16 18:04:01,41039
1369r,send decision e-mail,2016-07-16 18:04:01,4039
1370r,register application,2016-07-16 10:04:01,2039
1370r,check credit,2016-07-16 13:04:01,2039
1370r,calculate capacity,2016-07-16 12:04:01,21039
1370r,check system,2016-07-16 18:04:01,3039
1370r,accept,2016-07-16 18:04:01,41039
1370r,send decision e-mail,2016-07-16 18:04:01,4039
1371r,register application,2016-07-16 10:04:01,2039
1371r,check credit,2016-07-16 13:04:01,2039
1371r,calculate capacity,2016-07-16 12:04:01,21039
1371r,check system,2016-07-16 18:04:01,3039
1371r,accept,2016-07-16 18:04:01,41039
1371r,send decision e-mail,2016-07-16 18:04:01,4039
1372r,register application,2016-07-16 10:04:01,2039
1372r,check credit,2016-07-16 13:04:01,2039
1372r,calculate capacity,2016-07-16 12:04:01,21039
1372r,check system,2016-07-16 18:04:01,3039
1372r,accept,2016-07-16 18:04:01,41039
1372r,send decision e-mail,2016-07-16 18:04:01,4039
1373r,register application,2016-07-17 10:04:01,2039
1373r,check credit,2016-07-17 13:04:01,2039
1373r,calculate capacity,2016-07-17 12:04:01,21039
1373r,check system,2016-07-17 18:04:01,3039
1373r,accept,2016-07-17 18:04:01,41039
1373r,send decision e-mail,2016-07-17 18:04:01,4039
1374r,register application,2016-07-17 10:04:01,2039
1374r,check credit,2016-07-17 13:04:01,2039
1374r,calculate capacity,2016-07-17 12:04:01,21039
1374r,check system,2016-07-17 18:04:01,3039
1374r,accept,2016-07-17 18:04:01,41039
1374r,send decision e-mail,2016-07-17 18:04:01,4039
1375r,register application,2016-07-17 10:04:01,2039
1375r,check credit,2016-07-17 13:17:01,6413
1375r,calculate capacity,2016-07-17 12:17:01,25413
1375r,check system,2016-07-17 18:17:01,7413
1375r,accept,2016-07-17 18:17:01,45413
1375r,send decision e-mail,2016-07-17 18:17:01,8413
1376r,register application,2016-07-17 10:17:01,6413
1376r,check credit,2016-07-17 13:17:01,6413
1376r,calculate capacity,2016-07-17 12:17:01,25413
1376r,check system,2016-07-17 18:17:01,7413
1376r,accept,2016-07-17 18:17:01,45413
1376r,send decision e-mail,2016-07-17 18:17:01,8413
1377r,register application,2016-07-17 10:17:01,6413
1377r,check credit,2016-07-17 13:17:01,6413
1377r,calculate capacity,2016-07-17 12:17:01,25413
1377r,check system,2016-07-17 18:17:01,7413
1377r,accept,2016-07-17 18:17:01,45413
1377r,send decision e-mail,2016-07-17 18:17:01,8413
1378r,register application,2016-07-17 10:17:01,6413
1378r,check credit,2016-07-17 13:17:01,6413
1378r,calculate capacity,2016-07-17 12:17:01,25413
1378r,check system,2016-07-17 18:17:01,7413
1378r,accept,2016-07-17 18:17:01,45413
1378r,send decision e-mail,2016-07-17 18:17:01,8413
1379r,register application,2016-07-17 10:17:01,6413
1379r,check credit,2016-07-17 13:17:01,6413
1379r,calculate capacity,2016-07-17 12:17:01,25413
1379r,check system,2016-07-17 18:17:01,7413
1379r,accept,2016-07-17 18:17:01,45413
1379r,send decision e-mail,2016-07-17 18:17:01,8413
1380r,register application,2016-07-18 10:17:01,6413
1380r,check credit,2016-07-18 13:17:01,6413
1380r,calculate capacity,2016-07-18 12:17:01,25413
1380r,check system,2016-07-18 18:17:01,7413
1380r,accept,2016-07-18 18:17:01,45413
1380r,send decision e-mail,2016-07-18 18:17:01,8413
1381r,register application,2016-07-18 10:17:01,6413
1381r,check credit,2016-07-18 13:17:01,6413
1381r,calculate capacity,2016-07-18 12:17:01,25413
1381r,check system,2016-07-18 18:17:01,7413
1381r,accept,2016-07-18 18:17:01,45413
1381r,send decision e-mail,2016-07-18 18:17:01,8413
1382r,register application,2016-07-18 10:17:01,6413
1382r,check credit,2016-07-18 13:17:01,6413
1382r,calculate capacity,2016-07-18 12:17:01,25413
1382r,check system,2016-07-18 18:17:01,7413
1382r,accept,2016-07-18 18:17:01,45413
1382r,send decision e-mail,2016-07-18 18:17:01,8413
1383r,register application,2016-07-18 10:17:01,6413
1383r,check credit,2016-07-18 13:17:01,6413
1383r,calculate capacity,2016-07-18 12:17:01,25413
1383r,check system,2016-07-18 18:17:01,7413
1383r,accept,2016-07-18 18:17:01,45413
1383r,send decision e-mail,2016-07-18 18:08:01,8159
1384r,register application,2016-07-18 10:08:01,6159
1384r,check credit,2016-07-18 13:08:01,6159
1384r,calculate capacity,2016-07-18 12:08:01,25159
1384r,check system,2016-07-18 18:08:01,7159
1384r,accept,2016-07-18 18:08:01,45159
1384r,send decision e-mail,2016-07-18 18:08:01,8159
1385r,register application,2016-07-18 10:08:01,6159
1385r,check credit,2016-07-18 13:08:01,6159
1385r,calculate capacity,2016-07-18 12:08:01,25159
1385r,check system,2016-07-18 18:08:01,7159
1385r,accept,2016-07-18 18:08:01,45159
1385r,send decision e-mail,2016-07-18 18:08:01,8159
1386r,register application,2016-07-18 10:08:01,6159
1386r,check credit,2016-07-18 13:08:01,6159
1386r,calculate capacity,2016-07-18 12:08:01,25159
1386r,check system,2016-07-18 18:08:01,7159
1386r,accept,2016-07-18 18:08:01,45159
1386r,send decision e-mail,2016-07-18 18:08:01,8159
1387r,register application,2016-07-19 10:08:01,6159
1387r,check credit,2016-07-19 13:08:01,6159
1387r,calculate capacity,2016-07-19 12:08:01,25159
1387r,check system,2016-07-19 18:08:01,7159
1387r,accept,2016-07-19 18:08:01,45159
1387r,send decision e-mail,2016-07-19 18:08:01,8159
1388r,register application,2016-07-19 10:08:01,6159
1388r,check credit,2016-07-19 13:08:01,6159
1388r,calculate capacity,2016-07-19 12:08:01,25159
1388r,check system,2016-07-19 18:08:01,7159
1388r,accept,2016-07-19 18:08:01,45159
1388r,send decision e-mail,2016-07-19 18:08:01,8159
1389r,register application,2016-07-19 10:08:01,6159
1389r,check credit,2016-07-19 13:08:01,6159
1389r,calculate capacity,2016-07-19 12:08:01,25159
1389r,check system,2016-07-19 18:08:01,7159
1389r,accept,2016-07-19 18:08:01,45159
1389r,send decision e-mail,2016-07-19 18:08:01,8159
1390r,register application,2016-07-19 10:08:01,6159
1390r,check credit,2016-07-19 13:08:01,6159
1390r,calculate capacity,2016-07-19 12:08:01,25159
1390r,check system,2016-07-19 18:08:01,7159
1390r,accept,2016-07-19 18:08:01,45159
1390r,send decision e-mail,2016-07-19 18:13:01,5294
1391r,register application,2016-07-19 10:13:01,3294
1391r,check credit,2016-07-19 13:13:01,3294
1391r,calculate capacity,2016-07-19 12:13:01,22294
1391r,check system,2016-07-19 18:13:01,4294
1391r,accept,2016-07-19 18:13:01,42294
1391r,send decision e-mail,2016-07-19 18:13:01,5294
1392r,register application,2016-07-19 10:13:01,3294
1392r,check credit,2016-07-19 13:13:01,3294
1392r,calculate capacity,2016-07-19 12:13:01,22294
1392r,check system,2016-07-19 18:13:01,4294
1392r,accept,2016-07-19 18:13:01,42294
1392r,send decision e-mail,2016-07-19 18:13:01,5294
1393r,register application,2016-07-19 10:13:01,3294
1393r,check credit,2016-07-19 13:13:01,3294
1393r,calculate capacity,2016-07-19 12:13:01,22294
1393r,check system,2016-07-19 18:13:01,4294
1393r,accept,2016-07-19 18:13:01,42294
1393r,send decision e-mail,2016-07-19 18:13:01,5294
1394r,register application,2016-07-20 10:13:01,3294
1394r,check credit,2016-07-20 13:13:01,3294
1394r,calculate capacity,2016-07-20 12:13:01,22294
1394r,check system,2016-07-20 18:13:01,4294
1394r,accept,2016-07-20 18:13:01,42294
1394r,send decision e-mail,2016-07-20 18:13:01,5294
1395r,register application,2016-07-20 10:13:01,3294
1395r,check credit,2016-07-20 13:13:01,3294
1395r,calculate capacity,2016-07-20 12:13:01,22294
1395r,check system,2016-07-20 18:13:01,4294
1395r,accept,2016-07-20 18:13:01,42294
1395r,send decision e-mail,2016-07-20 18:13:01,5294
1396r,register application,2016-07-20 10:13:01,3294
1396r,check credit,2016-07-20 13:13:01,3294
1396r,calculate capacity,2016-07-20 12:13:01,22294
1396r,check system,2016-07-20 18:13:01,4294
1396r,accept,2016-07-20 18:13:01,42294
1396r,send decision e-mail,2016-07-20 18:13:01,5294
1397r,register application,2016-07-20 10:13:01,3294
1397r,check credit,2016-07-20 13:13:01,3294
1397r,calculate capacity,2016-07-20 12:13:01,22294
1397r,check system,2016-07-20 18:13:01,4294
1397r,accept,2016-07-20 18:13:01,42294
1397r,send decision e-mail,2016-07-20 18:13:01,5294
1398r,register application,2016-07-20 10:13:01,3294
1398r,check credit,2016-07-20 13:13:01,3294
1398r,calculate capacity,2016-07-20 12:13:01,22294
1398r,check system,2016-07-20 18:13:01,4294
1398r,accept,2016-07-20 18:13:01,42294
1398r,send decision e-mail,2016-07-20 18:13:01,5294
1399r,register application,2016-07-20 10:13:01,3294
1399r,check credit,2016-07-20 13:39:01,3206
1399r,calculate capacity,2016-07-20 12:39:01,22206
1399r,check system,2016-07-20 18:39:01,4206
1399r,accept,2016-07-20 18:39:01,42206
1399r,send decision e-mail,2016-07-20 18:39:01,5206
1400r,register application,2016-07-20 10:39:01,3206
1400r,check credit,2016-07-20 13:39:01,3206
1400r,calculate capacity,2016-07-20 12:39:01,22206
1400r,check system,2016-07-20 18:39:01,4206
1400r,accept,2016-07-20 18:39:01,42206
1400r,send decision e-mail,2016-07-20 18:39:01,5206
1401r,register application,2016-07-21 10:39:01,3206
1401r,check credit,2016-07-21 13:39:01,3206
1401r,calculate capacity,2016-07-21 12:39:01,22206
1401r,check system,2016-07-21 18:39:01,4206
1401r,accept,2016-07-21 18:39:01,42206
1401r,send decision e-mail,2016-07-21 18:39:01,5206
1402r,register application,2016-07-21 10:39:01,3206
1402r,check credit,2016-07-21 13:39:01,3206
1402r,calculate capacity,2016-07-21 12:39:01,22206
1402r,check system,2016-07-21 18:39:01,4206
1402r,accept,2016-07-21 18:39:01,42206
1402r,send decision e-mail,2016-07-21 18:39:01,5206
1403r,register application,2016-07-21 10:39:01,3206
1403r,check credit,2016-07-21 13:39:01,3206
1403r,calculate capacity,2016-07-21 12:39:01,22206
1403r,check system,2016-07-21 18:39:01,4206
1403r,accept,2016-07-21 18:39:01,42206
1403r,send decision e-mail,2016-07-21 18:39:01,5206
1404r,register application,2016-07-21 10:39:01,3206
1404r,check credit,2016-07-21 13:39:01,3206
1404r,calculate capacity,2016-07-21 12:39:01,22206
1404r,check system,2016-07-21 18:39:01,4206
1404r,accept,2016-07-21 18:39:01,42206
1404r,send decision e-mail,2016-07-21 18:39:01,5206
1405r,register application,2016-07-21 10:39:01,3206
1405r,check credit,2016-07-21 13:39:01,3206
1405r,calculate capacity,2016-07-21 12:39:01,22206
1405r,check system,2016-07-21 18:39:01,4206
1405r,accept,2016-07-21 18:39:01,42206
1405r,send decision e-mail,2016-07-21 18:39:01,5206
1406r,register application,2016-07-21 10:39:01,3206
1406r,check credit,2016-07-21 13:39:01,3206
1406r,calculate capacity,2016-07-21 12:39:01,22206
1406r,check system,2016-07-21 18:39:01,4206
1406r,accept,2016-07-21 18:39:01,42206
1406r,send decision e-mail,2016-07-21 18:39:01,5206
1407r,register application,2016-07-21 10:39:01,3206
1407r,check credit,2016-07-21 13:39:01,3206
1407r,calculate capacity,2016-07-21 12:39:01,22206
1407r,check system,2016-07-21 18:39:01,4206
1407r,accept,2016-07-21 18:39:01,42206
1407r,send decision e-mail,2016-07-21 18:39:01,5206
1408r,register application,2016-07-22 10:39:01,3206
1408r,check credit,2016-07-22 13:39:01,3206
1408r,calculate capacity,2016-07-22 12:34:01,23158
1408r,check system,2016-07-22 18:34:01,5158
1408r,accept,2016-07-22 18:34:01,43158
1408r,send decision e-mail,2016-07-22 18:34:01,6158
1409r,register application,2016-07-22 10:34:01,4158
1409r,check credit,2016-07-22 13:34:01,4158
1409r,calculate capacity,2016-07-22 12:34:01,23158
1409r,check system,2016-07-22 18:34:01,5158
1409r,accept,2016-07-22 18:34:01,43158
1409r,send decision e-mail,2016-07-22 18:34:01,6158
1410r,register application,2016-07-22 10:34:01,4158
1410r,check credit,2016-07-22 13:34:01,4158
1410r,calculate capacity,2016-07-22 12:34:01,23158
1410r,check system,2016-07-22 18:34:01,5158
1410r,accept,2016-07-22 18:34:01,43158
1410r,send decision e-mail,2016-07-22 18:34:01,6158
1411r,register application,2016-07-22 10:34:01,4158
1411r,check credit,2016-07-22 13:34:01,4158
1411r,calculate capacity,2016-07-22 12:34:01,23158
1411r,check system,2016-07-22 18:34:01,5158
1411r,accept,2016-07-22 18:34:01,43158
1411r,send decision e-mail,2016-07-22 18:34:01,6158
1412r,register application,2016-07-22 10:34:01,4158
1412r,check credit,2016-07-22 13:34:01,4158
1412r,calculate capacity,2016-07-22 12:34:01,23158
1412r,check system,2016-07-22 18:34:01,5158
1412r,accept,2016-07-22 18:34:01,43158
1412r,send decision e-mail,2016-07-22 18:34:01,6158
1413r,register application,2016-07-22 10:34:01,4158
1413r,check credit,2016-07-22 13:34:01,4158
1413r,calculate capacity,2016-07-22 12:34:01,23158
1413r,check system,2016-07-22 18:34:01,5158
1413r,accept,2016-07-22 18:34:01,43158
1413r,send decision e-mail,2016-07-22 18:34:01,6158
1414r,register application,2016-07-22 10:34:01,4158
1414r,check credit,2016-07-22 13:34:01,4158
1414r,calculate capacity,2016-07-22 12:34:01,23158
1414r,check system,2016-07-22 18:34:01,5158
1414r,accept,2016-07-22 18:34:01,43158
1414r,send decision e-mail,2016-07-22 18:34:01,6158
1415r,register application,2016-07-23 10:34:01,4158
1415r,check credit,2016-07-23 13:34:01,4158
1415r,calculate capacity,2016-07-23 12:34:01,23158
1415r,check system,2016-07-23 18:34:01,5158
1415r,accept,2016-07-23 18:34:01,43158
1415r,send decision e-mail,2016-07-23 18:34:01,6158
1416r,register application,2016-07-23 10:34:01,4158
1416r,check credit,2016-07-23 13:34:01,4158
1416r,calculate capacity,2016-07-23 12:34:01,23158
1416r,check system,2016-07-23 18:34:01,5158
1416r,accept,2016-07-23 18:34:01,43158
1416r,send decision e-mail,2016-07-23 18:34:01,6158
1417r,register application,2016-07-23 10:34:01,4158
1417r,check credit,2016-07-23 13:34:01,4158
1417r,calculate capacity,2016-07-23 12:34:01,23158
1417r,check system,2016-07-23 18:17:01,6167
1417r,accept,2016-07-23 18:17:01,44167
1417r,send decision e-mail,2016-07-23 18:17:01,7167
1418r,register application,2016-07-23 10:17:01,5167
1418r,check credit,2016-07-23 13:17:01,5167
1418r,calculate capacity,2016-07-23 12:17:01,24167
1418r,check system,2016-07-23 18:17:01,6167
1418r,accept,2016-07-23 18:17:01,44167
1418r,send decision e-mail,2016-07-23 18:17:01,7167
1419r,register application,2016-07-23 10:17:01,5167
1419r,check credit,2016-07-23 13:17:01,5167
1419r,calculate capacity,2016-07-23 12:17:01,24167
1419r,check system,2016-07-23 18:17:01,6167
1419r,accept,2016-07-23 18:17:01,44167
1419r,send decision e-mail,2016-07-23 18:17:01,7167
1420r,register application,2016-07-23 10:17:01,5167
1420r,check credit,2016-07-23 13:17:01,5167
1420r,calculate capacity,2016-07-23 12:17:01,24167
1420r,check system,2016-07-23 18:17:01,6167
1420r,accept,2016-07-23 18:17:01,44167
1420r,send decision e-mail,2016-07-23 18:17:01,7167
1421r,register application,2016-07-23 10:17:01,5167
1421r,check credit,2016-07-23 13:17:01,5167
1421r,calculate capacity,2016-07-23 12:17:01,24167
1421r,check system,2016-07-23 18:17:01,6167
1421r,accept,2016-07-23 18:17:01,44167
1421r,send decision e-mail,2016-07-23 18:17:01,7167
1422r,register application,2016-07-24 10:17:01,5167
1422r,check credit,2016-07-24 13:17:01,5167
1422r,calculate capacity,2016-07-24 12:17:01,24167
1422r,check system,2016-07-24 18:17:01,6167
1422r,accept,2016-07-24 18:17:01,44167
1422r,send decision e-mail,2016-07-24 18:17:01,7167
1423r,register application,2016-07-24 10:17:01,5167
1423r,check credit,2016-07-24 13:17:01,5167
1423r,calculate capacity,2016-07-24 12:17:01,24167
1423r,check system,2016-07-24 18:17:01,6167
1423r,accept,2016-07-24 18:17:01,44167
1423r,send decision e-mail,2016-07-24 18:17:01,7167
1424r,register application,2016-07-24 10:17:01,5167
1424r,check credit,2016-07-24 13:17:01,5167
1424r,calculate capacity,2016-07-24 12:17:01,24167
1424r,check system,2016-07-24 18:17:01,6167
1424r,accept,2016-07-24 18:17:01,44167
1424r,send decision e-mail,2016-07-24 18:17:01,7167
1425r,register application,2016-07-24 10:17:01,5167
1425r,check credit,2016-07-24 13:17:01,5167
1425r,calculate capacity,2016-07-24 12:17:01,24167
1425r,check system,2016-07-24 18:17:01,6167
1425r,accept,2016-07-24 18:17:01,44167
1425r,send decision e-mail,2016-07-24 18:17:01,7167
1426r,register application,2016-07-24 10:17:01,5167
1426r,check credit,2016-07-24 13:17:01,5167
1426r,calculate capacity,2016-07-24 12:10:01,20567
1426r,check system,2016-07-24 18:10:01,2567
1426r,accept,2016-07-24 18:10:01,40567
1426r,send decision e-mail,2016-07-24 18:10:01,3567
1427r,register application,2016-07-24 10:10:01,1567
1427r,check credit,2016-07-24 13:10:01,1567
1427r,calculate capacity,2016-07-24 12:10:01,20567
1427r,check system,2016-07-24 18:10:01,2567
1427r,accept,2016-07-24 18:10:01,40567
1427r,send decision e-mail,2016-07-24 18:10:01,3567
1428r,register application,2016-07-24 10:10:01,1567
1428r,check credit,2016-07-24 13:10:01,1567
1428r,calculate capacity,2016-07-24 12:10:01,20567
1428r,check system,2016-07-24 18:10:01,2567
1428r,accept,2016-07-24 18:10:01,40567
1428r,send decision e-mail,2016-07-24 18:10:01,3567
1429r,register application,2016-07-25 10:10:01,1567
1429r,check credit,2016-07-25 13:10:01,1567
